"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5626","should create a place successfully","chromium","2026-09-21","passed","2026-09-21","API Tests","heroTestCase/api-test.spec.ts","",""
